name,followers,engagement_avg,platform
diddy,184000000,0.005945652173913044,Instagram
diljitdosanjh,129000000,0.01575968992248062,Instagram
dindahw,139000000,0.02077697841726619,Instagram
dishapatani,496000000,0.018332661290322582,Instagram
divyankatripathidahiya,189000000,0.007751322751322751,Instagram
dixiedamelio,251000000,0.0011673306772908368,Instagram
djokernole,104000000,0.018817307692307692,Instagram
djsnake,91000000,0.0398021978021978,Instagram
djxiao_888,66000000,0.16666666666666666,Instagram
dkharbour,62000000,0.05680645161290323,Instagram
dlwlrma,258000000,0.1124031007751938,Instagram
dntlrdl,59000000,0.2542372881355932,Instagram
do0_nct,98000000,0.14285714285714285,Instagram
dojacat,224000000,0.125,Instagram
domelipa,172000000,0.06395348837209303,Instagram
dominicfike,37000000,0.11348648648648649,Instagram
donya,147000000,0.025836734693877553,Instagram
dovecameron,464000000,0.013329741379310344,Instagram
dqsalmaan,102000000,0.017333333333333333,Instagram
dra.deolanebezerra,132000000,0.0026666666666666666,Instagram
drewstarkey,32000000,0.1969375,Instagram
dualipa,816000000,0.02696078431372549,Instagram
dudewithsign,81000000,0.0049382716049382715,Instagram
dukeandduchessofcambridge,135000000,0.0,Instagram
dukissj,9000000,0.6746666666666666,Instagram
dylanminnette,73000000,0.029547945205479452,Instagram
dylansprouse,93000000,0.03766666666666667,Instagram
e_milygarcia,11000000,0.2091818181818182,Instagram
earthpix,227000000,0.005229074889867841,Instagram
easportsfifa,258000000,0.002748062015503876,Instagram
ebi,103000000,0.018796116504854368,Instagram
ederbez,181000000,0.013718232044198895,Instagram
egorkreed,147000000,0.021945578231292517,Instagram
eilirjani,95000000,0.04462105263157895,Instagram
elcinsangu,83000000,0.03428915662650602,Instagram
eliana,296000000,0.004030405405405405,Instagram
ellenpompeo,10000000,0.2858,Instagram
elnazshakerdoost,95000000,0.002305263157894737,Instagram
elrodrigocontreras,127000000,0.04433858267716535,Instagram
elrubiuswtf,162000000,0.08641975308641975,Instagram
emilia_clarke,27000000,0.18166666666666667,Instagram
emiliamernes,49000000,0.11214285714285714,Instagram
eminem,356000000,0.021662921348314608,Instagram
emmachamberlain,153000000,0.0718954248366013,Instagram
emmaroberts,177000000,0.01505084745762712,Instagram
emrata,29000000,0.16393103448275861,Instagram
enhypen,96000000,0.15625,Instagram
erling.haaland,148000000,0.036608108108108106,Instagram
esbilgic,67000000,0.04762686567164179,Instagram
ester_exposito,29000000,1.0,Instagram
eunwo.o_c,274000000,0.13138686131386862,Instagram
euphoria,79000000,0.13924050632911392,Instagram
evaluna,198000000,0.04101515151515152,Instagram
evcenf,128000000,0.02934375,Instagram
ewsbdi,42000000,0.11633333333333333,Instagram
f1,183000000,0.014568306010928962,Instagram
fabriziorom,64000000,0.051390625,Instagram
fadiljaidi,7000000,0.8307142857142857,Instagram
faz3,14000000,0.18378571428571427,Instagram
fcbarcelona,1071000000,0.004202614379084967,Instagram
fcbayern,318000000,0.00036163522012578616,Instagram
fedez,137000000,0.05295620437956204,Instagram
feliciathegoat,124000000,0.008064516129032258,Instagram
felicyangelista_,21000000,0.005095238095238095,Instagram
felipeneto,154000000,0.010785714285714286,Instagram
fifaworldcup,255000000,0.002792156862745098,Instagram
florencepugh,72000000,0.12866666666666668,Instagram
for_everyoung10,36000000,0.2038611111111111,Instagram
fortnite,261000000,0.003911877394636015,Instagram
francety,106000000,0.023622641509433964,Instagram
francinyehlke,152000000,0.00568421052631579,Instagram
frenchmontana,245000000,0.0037346938775510204,Instagram
frenkiedejong,10000000,0.5286,Instagram
fuckjerry,166000000,0.02441566265060241,Instagram
fuji_an,103000000,0.051631067961165046,Instagram
gabigol,96000000,0.0029375,Instagram
gal_gadot,77000000,0.0775974025974026,Instagram
galatasaray,111000000,0.02291891891891892,Instagram
garethbale11,463000000,0.00868682505399568,Instagram
gatenm123,136000000,0.03305147058823529,Instagram
geneliad,96000000,0.04629166666666667,Instagram
georgenotfound,31000000,0.32187096774193547,Instagram
georginagio,365000000,0.0684931506849315,Instagram
gessicakayane,193000000,0.008994818652849741,Instagram
ggonekim,51000000,0.08658823529411765,Instagram
gianlucavacchi,222000000,0.023036036036036035,Instagram
giannis_an34,123000000,0.01770731707317073,Instagram
gigihadid,732000000,0.025956284153005466,Instagram
gildovigor,15000000,0.295,Instagram
gima_ashi,139000000,0.01043884892086331,Instagram
gioewbank,28000000,0.06478571428571428,Instagram
gisele,189000000,0.014529100529100529,Instagram
goar_avetisyan,115000000,0.04439130434782609,Instagram
golfarahani,126000000,0.024404761904761905,Instagram
grantgust,78000000,0.04402564102564103,Instagram
greeicy,204000000,0.009872549019607843,Instagram
grefg_official,71000000,0.06198591549295775,Instagram
gucci,479000000,0.0012087682672233821,Instagram
gururandhawa,315000000,0.0035174603174603176,Instagram
gusein.gasanov,21000000,0.24976190476190477,Instagram
gusttavolima,429000000,0.0010932400932400933,Instagram
hadise,137000000,0.01610948905109489,Instagram
haechanahceah,27000000,0.0,Instagram
haileesteinfeld,182000000,0.08241758241758242,Instagram
haileybieber,422000000,0.04265402843601896,Instagram
hakkiakdenizz,176000000,0.0068295454545454545,Instagram
handemiyy,273000000,0.07692307692307693,Instagram
hannahstocking,21000000,0.11295238095238096,Instagram
hardikpandya93,206000000,0.0417621359223301,Instagram
harrykane,123000000,0.01205691056910569,Instagram
harrystyles,433000000,0.06697459584295612,Instagram
hassan_reyvandi,187000000,0.0176524064171123,Instagram
hegdepooja,188000000,0.04423936170212766,Instagram
helen_yes1,105000000,0.03260952380952381,Instagram
henrycavill,197000000,0.04036040609137056,Instagram
heybiblee,135000000,0.07193333333333334,Instagram
hi_high_hiy,129000000,0.20155038759689922,Instagram
hi_songjoongki,88000000,0.19318181818181818,Instagram
hi_sseulgi,119000000,0.07139495798319327,Instagram
hichasestokes,74000000,0.08660810810810811,Instagram
hilaryduff,206000000,0.007150485436893204,Instagram
hm_son7,6000000,0.6598333333333334,Instagram
holyhaein,97000000,0.21649484536082475,Instagram
hoooooyeony,237000000,0.008438818565400843,Instagram
houseofhighlights,327000000,0.0019755351681957187,Instagram
hrithikroshan,419000000,0.015233890214797137,Instagram
hshq,55000000,0.08874545454545454,Instagram
huddy,119000000,0.01919327731092437,Instagram
humansofny,118000000,0.015415254237288135,Instagram
hunterschafer,71000000,0.1348169014084507,Instagram
hyeri_0609,7000000,0.6394285714285715,Instagram
hyunah_aa,176000000,0.021482954545454545,Instagram
hziyech,6000000,0.5806666666666667,Instagram
hztttao,113000000,0.022398230088495574,Instagram
i_m_hendery,6000000,1.6091666666666666,Instagram
i_nivethathomas,59000000,0.067,Instagram
iambeckyg,312000000,0.02176923076923077,Instagram
iamcardib,1272000000,0.018081761006289308,Instagram
iamferv,88000000,0.011363636363636364,Instagram
iamhalsey,289000000,0.027463667820069204,Instagram
iammichelemorroneofficial,129000000,0.050705426356589145,Instagram
iampauloandre,61000000,0.0200327868852459,Instagram
iamsrk,286000000,0.002506993006993007,Instagram
iamzlatanibrahimovic,529000000,0.0057977315689981095,Instagram
iansomerhalder,225000000,0.023448888888888887,Instagram
ibaillanos,68000000,0.12633823529411764,Instagram
ileana_official,141000000,0.002028368794326241,Instagram
imhyoseop,6000000,2.0,Instagram
imouniroy,226000000,0.01057079646017699,Instagram
imsebastianstan,9000000,0.629,Instagram
indiancricketteam,239000000,0.009338912133891214,Instagram
indiaroyale,4000000,0.96125,Instagram
inijedar,294000000,0.0025340136054421768,Instagram
instagram,4872000000,0.0007231116584564861,Instagram
iqbaal.e,134000000,0.020253731343283583,Instagram
irinashayk,179000000,0.006804469273743017,Instagram
iscoalarcon,233000000,0.006124463519313304,Instagram
isisvalverde,278000000,0.002856115107913669,Instagram
its.michhh,53000000,0.11416981132075471,Instagram
itsmarziapie,82000000,0.0735609756097561,Instagram
itzy.all.in.us,158000000,0.04819620253164557,Instagram
j.m,327000000,0.38837920489296635,Instagram
jackharlow,51000000,0.06486274509803922,Instagram
jacksepticeye,77000000,0.036064935064935064,Instagram
jacksonwang852g7,273000000,0.0348021978021978,Instagram
jacobelordi,132000000,0.07556060606060606,Instagram
jacquelinef143,593000000,0.0005430016863406408,Instagram
jadepicon,194000000,0.019340206185567012,Instagram
jailyneojeda,141000000,0.012985815602836879,Instagram
jaimelorentelo,145000000,0.01966206896551724,Instagram
jairmessiasbolsonaro,195000000,0.007738461538461539,Instagram
jakepaul,192000000,0.014489583333333333,Instagram
jamescharles,233000000,0.0126137339055794,Instagram
jamesrodriguez10,491000000,0.001030549898167006,Instagram
jamorant,59000000,0.05642372881355932,Instagram
janhvikapoor,161000000,0.05908695652173913,Instagram
jannatzubair29,412000000,0.01491990291262136,Instagram
jaspritb1,95000000,0.049105263157894735,Instagram
jaybnow.hr,66000000,0.08504545454545455,Instagram
jaydacheaves,7000000,0.18357142857142858,Instagram
jbalvin,519000000,0.005271676300578035,Instagram
jennaortega,74000000,0.034743243243243245,Instagram
jennierubyjane,648000000,0.09567901234567901,Instagram
jennifer.garner,125000000,0.020448,Instagram
jenniferaniston,401000000,0.0399002493765586,Instagram
jenniferwinget1,123000000,0.026203252032520327,Instagram
jennmuriel,55000000,0.08209090909090909,Instagram
jensenackles,91000000,0.055450549450549454,Instagram
jeremyrenner,172000000,0.011215116279069768,Instagram
jeromepolin,65000000,0.06526153846153847,Instagram
jesselingard,95000000,0.02022105263157895,Instagram
jessicah_o,97000000,0.09015463917525773,Instagram
jessicajane99,6000000,0.7356666666666667,Instagram
jharden13,117000000,0.011752136752136752,Instagram
jheneaiko,14000000,0.19557142857142856,Instagram
jichangwook,192000000,0.047927083333333335,Instagram
jimmyfallon,213000000,0.0045633802816901405,Instagram
jin,32000000,3.46875,Instagram
jin_bighitentertainment,85000000,0.1411764705882353,Instagram
jinyoung_0922jy,93000000,0.09477419354838709,Instagram
jlo,2008000000,0.0021389442231075696,Instagram
joaogomescantor,108000000,0.031092592592592592,Instagram
joaoguilherme,155000000,0.007535483870967742,Instagram
joeyking,191000000,0.028329842931937174,Instagram
johnnyjsuh,81000000,0.16049382716049382,Instagram
jojotodynho,217000000,0.0054055299539170504,Instagram
jokowi,458000000,0.0003449781659388646,Instagram
jongsuk0206,222000000,0.0990990990990991,Instagram
jordialbaoficial,141000000,0.009624113475177306,Instagram
jorgelopez_as,97000000,0.021783505154639175,Instagram
joshu_acoustic,4000000,0.0,Instagram
joshuadun,58000000,0.0931551724137931,Instagram
juandam___,35000000,0.2206857142857143,Instagram
juandediospantoja,215000000,0.02414418604651163,Instagram
juanpazurita,286000000,0.011947552447552448,Instagram
juansguarnizo,47000000,0.1403404255319149,Instagram
juicewrld999,122000000,0.04048360655737705,Instagram
juki_lop,91000000,0.005417582417582417,Instagram
julesleblanc,97000000,0.04221649484536082,Instagram
julianapaes,302000000,0.002033112582781457,Instagram
juliette,337000000,0.005970326409495549,Instagram
jungkook_bighitentertainment,99000000,0.18181818181818182,Instagram
jungkook.97,358000000,0.31843575418994413,Instagram
justinbieber,227000000,0.019343612334801762,Instagram
justinbieber,2274000000,0.0013817062445030783,Instagram
justintimberlake,642000000,0.005035825545171339,Instagram
juventus,529000000,0.0011682419659735349,Instagram
k.kbeom,52000000,0.019230769230769232,Instagram
k.mbappe,689000000,0.0043541364296081275,Instagram
kajalaggarwalofficial,217000000,0.024299539170506913,Instagram
kaka,179000000,0.004670391061452514,Instagram
kaliuchis,37000000,0.1078918918918919,Instagram
kapilsharma,398000000,0.01734170854271357,Instagram
kareenakapoorkhan,89000000,0.041280898876404494,Instagram
karimbenzema,474000000,0.02070042194092827,Instagram
karljacobs,4000000,1.80625,Instagram
karolg,508000000,0.08858267716535433,Instagram
kartikaaryan,238000000,0.01984033613445378,Instagram
katherinelangford,257000000,0.009412451361867705,Instagram
katrinakaif,629000000,0.001589825119236884,Instagram
katyperry,1566000000,0.0014802043422733077,Instagram
kawtarbamo,72000000,0.03831944444444445,Instagram
kaylanicolejones,73000000,0.022808219178082192,Instagram
keerthysureshofficial,125000000,0.052056,Instagram
kehlani,137000000,0.015364963503649635,Instagram
kendalljenner,2274000000,0.014951627088830254,Instagram
keniaos,126000000,0.04326984126984127,Instagram
kentooyamazaki,49000000,0.01189795918367347,Instagram
kenzie,148000000,0.015702702702702704,Instagram
kevindebruyne,168000000,0.014732142857142857,Instagram
kevinhart4real,1402000000,0.0007938659058487874,Instagram
kevinroldankr,101000000,0.01784158415841584,Instagram
khabib_nurmagomedov,333000000,0.007585585585585586,Instagram
khaby00,739000000,0.058186738836265225,Instagram
khloekardashian,2302000000,0.004305386620330148,Instagram
kiaraaliaadvani,221000000,0.03750226244343891,Instagram
kiernanshipka,81000000,0.025592592592592594,Instagram
kimberly.loaiza,339000000,0.0029351032448377582,Instagram
kimjuncotton,97000000,0.14432989690721648,Instagram
kimkardashian,2964000000,0.0006747638326585695,Instagram
kimshantal,116000000,0.017525862068965517,Instagram
kingarturo23oficial,167000000,0.007233532934131736,Instagram
kingbach,221000000,0.0054570135746606335,Instagram
kingjames,1166000000,0.00817238421955403,Instagram
kingryan,87000000,0.024080459770114943,Instagram
kittychicha,42000000,0.1616190476190476,Instagram
kjapa,19000000,0.05263157894736842,Instagram
kkvsh,82000000,0.02424390243902439,Instagram
klaythompson,116000000,0.017439655172413793,Instagram
kourtneykardash,1664000000,0.004053485576923077,Instagram
krisjenner,466000000,0.0025665236051502145,Instagram
kritisanon,473000000,0.011955602536997886,Instagram
ksi,112000000,0.05461607142857143,Instagram
kun11xd,65000000,0.12344615384615384,Instagram
kunaguero,224000000,0.020464285714285713,Instagram
kyliejenner,3233000000,0.023507578100835137,Instagram
kyo1122,129000000,0.04931782945736434,Instagram
kyrieirving,162000000,0.008808641975308642,Instagram
l7nnon,63000000,0.0033968253968253968,Instagram
la_segura,82000000,0.040878048780487806,Instagram
lacikaysomers,118000000,0.0125,Instagram
ladivaza,68000000,0.05719117647058824,Instagram
ladygaga,519000000,0.009601156069364162,Instagram
lakers,193000000,0.00444559585492228,Instagram
lalalalisa_m,757000000,0.09907529722589167,Instagram
lamborghini,316000000,0.005518987341772152,Instagram
lanacondor,109000000,0.002596330275229358,Instagram
larasilva,168000000,0.004696428571428571,Instagram
larissamanoela,448000000,0.004287946428571428,Instagram
larray,67000000,0.005328358208955224,Instagram
laurenlondon,97000000,0.022443298969072167,Instagram
ldh_sky,55000000,0.1778909090909091,Instagram
leaelui,117000000,0.03661538461538461,Instagram
leedongwook_official,141000000,0.0070921985815602835,Instagram
leeyoum262,81000000,0.06946913580246913,Instagram
leighannepinnock,85000000,0.03283529411764706,Instagram
lelepons,477000000,0.015184486373165619,Instagram
leomessi,3154000000,0.0012682308180088776,Instagram
leonardodicaprio,528000000,0.00025,Instagram
ler_chek,105000000,0.0067904761904761905,Instagram
lestykejora,249000000,0.01497590361445783,Instagram
letthelordbewithyou,265000000,0.002320754716981132,Instagram
lewishamilton,275000000,0.029814545454545455,Instagram
lexibrookerivera,84000000,0.009261904761904761,Instagram
liampayne,241000000,0.017443983402489628,Instagram
lilbaby,188000000,0.025287234042553192,Instagram
lildurk,13000000,0.12469230769230769,Instagram
lilireinhart,29000000,0.5172413793103449,Instagram
lilnasx,122000000,0.06684426229508196,Instagram
liluzivert,158000000,0.06962025316455696,Instagram
lilyjcollins,269000000,0.011684014869888475,Instagram
linatejeiro,92000000,0.02583695652173913,Instagram
lisakudrow,85000000,0.04195294117647059,Instagram
litkillah,72000000,0.06093055555555556,Instagram
littlebodybigheart,111000000,0.08226126126126126,Instagram
littlemix,154000000,0.011175324675324675,Instagram
liverpoolfc,367000000,0.0027302452316076294,Instagram
lizakoshy,196000000,0.007974489795918367,Instagram
lizasoberano,169000000,0.014384615384615385,Instagram
lizgillz,139000000,0.004050359712230216,Instagram
lizzobeeating,121000000,0.017611570247933885,Instagram
loganpaul,225000000,0.024417777777777778,Instagram
lomon991111,57000000,0.0,Instagram
loren,225000000,0.006102222222222222,Instagram
loud_babi,92000000,0.02175,Instagram
loud_victor,104000000,0.04915384615384615,Instagram
louist91,182000000,0.06043956043956044,Instagram
louisvuitton,477000000,0.0009685534591194969,Instagram
lucas_lira,58000000,0.05112068965517241,Instagram
lucasranngel,192000000,0.009729166666666667,Instagram
